Agreed ^vbd+vpub++xvbn+=Agreed,
would ^md+prd+++=would
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
said ^vprf+++xvbnx+=said
afterwards ^rb+tm+++=afterwards?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
couldn ^nn+++??+=couldn
t ^zz++++=t
say ^vb+vpub+tht0++=say
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
have ^md"++pmd"++=have
to ^md+nec+++=to
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
terrific ^jj+pred+++=terrific
and ^cc++++=and
I ^pp1a+pp1+++=I
can ^md+pos+++=can
t ^zz++++=t
wait ^vb++++=wait
to ^to+vcmp+++=to
hear ^vbi+vprv+tht0++=hear
you ^pp2+pp2+++=you
sing ^vb++++=sing
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
the ^ati++++=the
social ^jj+atrb+++=social
protocol ^nn++++=protocol,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
what ^wdt+who+++=what
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
when ^wrb+who+++=when
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
friend ^nn++++=friend
who ^whp+rel+obj++=who
s ^zz++++=s
proud ^jj++++=proud
of ^in++++=of
something ^pn++++=something
they ^pp3a+pp3+++=they
really ^rb+emph+++=really
suck ^vb++++=suck
at ^in+strn+++=at.
. ^zz++++=EXTRAWORD
Well ^rb+dspt+++=Well
now ^rn+tm+++=now
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
Oooaw ^np+++??+=Oooaw.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
would ^md+prd+++=would
be ^vb+be+vrb++=be
so ^ql++++=so
much ^ap++++=much
easier ^jjr++++=easier
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
were ^vbd+bed+vrb++=were
a ^at++++=a
violent ^jj+atrb+++=violent
sociopath ^nn+++??+=sociopath.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What?
? ^zz++++=EXTRAWORD
How ^wrb+who+++=How?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
told ^vbd+vpub+tht0+xvbn+=told
her ^pp$+pp3+++=her
I ^pp1a+pp1+++=I
lied ^vbd+++xvbnx+=lied,
, ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
would ^md+prd+++=would
you ^pp2+pp2+++=you
tell ^vb++++=tell
her ^pp$+pp3+++=her
I ^pp1a+pp1+++=I
lied ^vbd+++xvbnx+=lied?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sorry ^uh++++=sorry,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
not ^xnot++not++=not
seeing ^vbg+vprv++xvbg+=seeing
the ^ati++++=the
help ^nn++++=help.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
getting ^vwbg+++xvbg+=getting
a ^at++++=a
bad ^jj+atrb+++=bad
feeling ^nvbg+++xvbg+=feeling.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
cousin ^nn++++=cousin
Leopold ^np++++=Leopold?
? ^zz++++=EXTRAWORD
What ^wdt+who+++=What
s ^zz++++=s
important ^jj++++=important?
? ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
cousin ^nn++++=cousin
Leopold ^np++++=Leopold.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
get ^vb++++=get
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
already ^rb++++=already
told ^vbd+vpub+tht0+xvbn+=told
her ^pp$+pp3+++=her
a ^at++++=a
lie ^nn++++=lie,
, ^zz++++=EXTRAWORD
why ^wrb+who+++=why
replace ^vb++++=replace
it ^pp3+it+++=it
with ^in++++=with
a ^at++++=a
different ^jj+atrb+++=different
lie ^nn++++=lie?
? ^zz++++=EXTRAWORD
Un ^np++++=Un-unravelable?
- ^zz++++=EXTRAWORD
unravelable ^jj++++=EXTRAWORD
? ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
would ^md+prd+++=would
I ^pp1a+pp1+++=I
go ^vb++++=go
to ^in++++=to
a ^at++++=a
drug ^nn++++=drug
intervention ^nn+nom+++=intervention
for ^in++++=for
your ^pp$+pp2+++=your
cousing ^nvbg+++xvbg+=cousing.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
re ^in++++=re
going ^xvbg+++xvbg+=going
to ^in++++=to
Long ^jj+atrb+++=Long
Beach ^npl++++=Beach?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
come ^vb++++=come
on ^in+strn+++=on!
! ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
goes ^vbz++++=goes
back ^jjb++++=back
into ^in++++=into
rehab ^nn+++??+=rehab?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
still ^rb++++=still
told ^vbd+vpub+tht0+xvbn+=told
her ^pp$+pp3+++=her
I ^pp1a+pp1+++=I
lied ^vbd+++xvbnx+=lied.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
am ^vb+bem+vrb++=am
I ^pp1a+pp1+++=I
supposed ^vb++pmd"+xvbnx+=supposed
to ^to+vcmp+pmd++=to
remember ^nn+nom+++=remember
all ^abn++++=all
of ^in++++=of
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
So ^ql++++=So
she ^pp3a+pp3+++=she
s ^zz++++=s
expecting ^vwbg+vprv++xvbg+=expecting
me ^pp1o+pp1+++=me
to ^to++++=to
lie ^vbi++++=lie
about ^in++++=about
going ^nn++++=going
to ^in++++=to
a ^at++++=a
symposium ^nn++++=symposium
in ^in++++=in
Pasadena ^np+++??+=Pasadena,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
in ^in++++=in
actuality ^nn+nom+++=actuality
we ^pp1a+pp1+++=we
re ^in++++=re
pretending ^vb+++xvbg+=pretending
to ^to+vcmp+++=to
go ^vbi++++=go
to ^in++++=to
a ^at++++=a
drug ^nn++++=drug
intervention ^nn+nom+++=intervention
in ^in++++=in
Long ^rb++++=Long
Beach ^npl++++=Beach?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh
hey ^uh++++=hey
Penny ^nn++++=Penny,
, ^zz++++=EXTRAWORD
wow ^nn++++=wow,
, ^zz++++=EXTRAWORD
look ^vb++++=look
at ^rb++++=at
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
all ^abn++++=all
ready ^jj++++=ready
for ^in++++=for
your ^pp$+pp2+++=your
showcase ^nn+++??+=showcase,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
look ^vb++++=look
great ^jj++++=great.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
thankyou ^nn+++??+=thankyou.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
to ^to++++=to
say ^vbi+vpub+++=say.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
okay ^rb+cnj+++=okay,
, ^zz++++=EXTRAWORD
alright ^rb+dspt++??+=alright,
, ^zz++++=EXTRAWORD
good ^jj++++=good.
. ^zz++++=EXTRAWORD
Howard ^np++++=Howard,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sorry ^uh++++=sorry
we ^pp1a+pp1+++=we
re ^in++++=re
we ^pp1a+pp1+++=we
re ^in++++=re
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
to ^to++++=to
say ^vbi+vpub+++=say.
. ^zz++++=EXTRAWORD
Howard ^np++++=Howard,
, ^zz++++=EXTRAWORD
listen ^vb++++=listen
Well ^jj+pred+++=Well
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
to ^to++++=to
say ^vbi+vpub+++=say.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
another ^dt++++=another
hug ^nn++++=hug,
, ^zz++++=EXTRAWORD
thank ^vb++++=thank
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Thanks ^rb+dspt+++=Thanks
Penny ^nn++++=Penny.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
re ^in++++=re
not ^xnot++not++=not
going ^vbg+++xvbg+=going
to ^in++++=to
Long ^jj+atrb+++=Long
Beach ^npl++++=Beach.
. ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
Sheldon ^np++++=Sheldon
doesn ^nn+++??+=doesn
t ^zz++++=t
have ^vb+hv+vrb++=have
a ^at++++=a
drug ^nn++++=drug
addicted ^vbd+++xvbn+=addicted
cousin ^nn++++=cousin
Leopold ^np++++=Leopold.
. ^zz++++=EXTRAWORD
Wait ^vb++++=Wait,
, ^zz++++=EXTRAWORD
are ^vb+ber+aux++=are
we ^pp1a+pp1+++=we
really ^rb+emph+++=really
going ^vbg+++xvbg+=going
to ^in++++=to
Long ^jj+atrb+++=Long
Beach ^npl++++=Beach?
? ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
it ^pp3+it+++=it
go ^vb++++=go,
, ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
the ^ati++++=the
murderer ^nn+nom+++=murderer
was ^vbd+bedz+vrb++=was
the ^ati++++=the
first ^od++++=first
mate ^nn++++=mate
whether ^cs+who+++=whether
it ^pp3+it+++=it
makes ^vbz++++=makes
sense ^nn++++=sense
to ^in++++=to
you ^pp2+pp2+++=you
or ^cc++++=or
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
talking ^vbg+++xvbg+=talking
about ^rb+cnj+++=about,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
fine ^jj++++=fine,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
bought ^vbd+++xvbnx+=bought
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
not ^xnot++not++=not?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
no ^at++++=no
Leo ^np++++=Leo,
, ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
can ^md+pos+++=can
you ^pp2+pp2+++=you
say ^vb+vpub+tht0++=say
that ^tht+vcmp+++=that?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ve ^nn+++??+=ve
got ^vbd+++xvbn+=got
a ^at++++=a
solution ^nn+nom+++=solution.
. ^zz++++=EXTRAWORD
Get ^vb++++=Get
out ^rb+phrv+++=out.
. ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
God ^np++++=God!
! ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon
does ^vbz+doz+aux++=does
not ^xnot++not++=not
have ^vb+hv+vrb++=have
a ^at++++=a
cousin ^nn++++=cousin
Leo ^np++++=Leo.
. ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon?
? ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
why ^wrb+who+++=why?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh
! ^zz++++=!
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
s ^zz++++=s
Leo ^np++++=Leo.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
um ^uh++++=um,
, ^zz++++=EXTRAWORD
why ^wrb+who+++=why
don ^npt++++=don
t ^zz++++=t
you ^pp2+pp2+++=you
tell ^vb++++=tell
me ^pp1o+pp1+++=me
about ^in++++=about
your ^pp$+pp2+++=your
showcase ^nn+++??+=showcase
last ^rb++++=last
night ^nn++++=night?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
only ^rb+down+++=only
two ^cd++++=two
people ^nns++++=people
there ^rn+pl+++=there?
? ^zz++++=EXTRAWORD
As ^ql++++=As
you ^pp2+pp2+++=you
can ^md+pos+++=can
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
detoxing ^jj+++xvbg+=detoxing
can ^md+pos+++=can
get ^vb++++=get
pretty ^rb++++=pretty
ugly ^jj+atrb+++=ugly,
, ^zz++++=EXTRAWORD
let ^jj+atrb++xvbn+=let
s ^zz++++=s
give ^vb++++=give
them ^pp3o+pp3+++=them
some ^dti++++=some
privacy ^nn+nom+++=privacy.
. ^zz++++=EXTRAWORD
Sounds ^nns++++=Sounds
good ^jj++++=good.
. ^zz++++=EXTRAWORD
Gee ^np++++=Gee,
, ^zz++++=EXTRAWORD
why ^wrb+who+++=why
wouldn ^nn+++??+=wouldn
t ^zz++++=t
I ^pp1a+pp1+++=I?
? ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah!
! ^zz++++=EXTRAWORD
Funny ^jj++++=Funny
how ^wrb+who+++=how
things ^nns++++=things
work ^nn++++=work
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
long ^rb++++=long
is ^vbz+bez+aux++=is
he ^pp3a+pp3+++=he
going ^md"++pmd"++=going
to ^md+prd+++=to
stay ^vb++++=stay
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
O ^zz++++=O-o-o-o-h!
- ^zz++++=EXTRAWORD
o ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
o ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
o ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
h ^zz++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again?
? ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
reset ^vb+++??+=reset
the ^ati++++=the
board ^nn++++=board.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey!
! ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
right ^jj++++=right
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
was ^vbd+bedz+aux++=was
Nebraska ^np+++??+=Nebraska?
? ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
was ^vbd+bedz+vrb++=was
your ^pp$+pp2+++=your
family ^nn++++=family?
? ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
we ^pp1a+pp1+++=we
go ^vb++++=go.
. ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
relax ^vb++++=relax,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
doesn ^nn+++??+=doesn
t ^zz++++=t
have ^vb+hv+vrb++=have
any ^dti++++=any
symptoms ^nns++++=symptoms,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sure ^jj++++=sure
she ^pp3a+pp3+++=she
s ^zz++++=s
not ^xnot++not++=not
contagious ^jj++++=contagious.
. ^zz++++=EXTRAWORD
Penny ^nn++++=Penny,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
ll ^nn+++??+=ll
have ^vb+hv+vrb++=have
to ^in++++=to
excuse ^nn++++=excuse
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
s ^zz++++=s
a ^at++++=a
bit ^nn++++=bit
of ^in++++=of
a ^at++++=a
germophobe ^nn+++??+=germophobe.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
d ^zz++++=d
better ^jjr++++=better
go ^vb++++=go
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
starts ^vbz++++=starts
spraying ^vbg+++xvbg+=spraying
you ^pp2+pp2+++=you
with ^in++++=with
Lysol ^np+++??+=Lysol.
. ^zz++++=EXTRAWORD
No ^at++++=No
problem ^nn++++=problem.
. ^zz++++=EXTRAWORD
Welcome ^jj+atrb+++=Welcome
home ^nr++++=home.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
the ^ati++++=the
hell ^nn++++=hell
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
doing ^vbg+++xvbg+=doing?
? ^zz++++=EXTRAWORD
With ^in++++=With
lime ^nn++++=lime
jello ^nn+++??+=jello?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
think ^vb+vprv+++=think
so ^rb++++=so.
. ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
not ^xnot++not++=not
sick ^jj++++=sick.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
don ^npt++++=don
t ^zz++++=t
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
you ^pp2+pp2+++=you
re ^in++++=re
overreacting ^xvbg+++xvbg+=overreacting?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
going ^vwbg+++xvbg+=going
back ^jjb++++=back
to ^in++++=to
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
for ^in+strn+++=for?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mix ^vb++++=mix
pancake ^nn++++=pancake
batter ^nn++++=batter
in ^in++++=in
this ^dt+pdem+++=this!
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
had ^vb+hv+vrb++=had
time ^nn++++=time
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
label ^nn++++=label
for ^in++++=for
everything ^pn++++=everything
in ^in++++=in
this ^dt+dem+++=this
apartment ^nn+nom+++=apartment,
, ^zz++++=EXTRAWORD
including ^in++++=including
the ^ati++++=the
label ^nn++++=label
maker ^nn++++=maker,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
didn ^nn+++??+=didn
t ^zz++++=t
have ^vb+hv+vrb++=have
ten ^cd++++=ten
seconds ^nns++++=seconds
to ^to++++=to
make ^vbi++++=make
one ^cd1++++=one
that ^cs+sub+++=that
said ^vprf+++xvbn+=said
urine ^nn++++=urine
cup ^nn++++=cup?
? ^zz++++=EXTRAWORD
Huh ^uh++++=Huh.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess
I ^pp1a+pp1+++=I
owe ^vb++++=owe
the ^ati++++=the
Betty ^np++++=Betty
Crocker ^np+++??+=Crocker
company ^nn++++=company
a ^at++++=a
letter ^nn++++=letter
of ^in++++=of
apology ^nn++++=apology.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
at ^rb++++=at
work ^nn++++=work.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
asked ^vbd+vsua++xvbnx+=asked
me ^pp1o+pp1+++=me
to ^to++++=to
come ^vbi++++=come
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
texted ^vbd+++xvbnx+=texted
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
No ^at++++=No
kidding ^nvbg+++xvbg+=kidding?
? ^zz++++=EXTRAWORD
Alright ^rb+dspt++??+=Alright,
, ^zz++++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
get ^vb++++=get
some ^dti++++=some
rest ^nn++++=rest
and ^cc++++=and
drink ^nn++++=drink
plenty ^nn++++=plenty
of ^in++++=of
fluids ^nns++++=fluids.
. ^zz++++=EXTRAWORD
Drink ^vb++++=Drink
whatever ^nn+nom+++=whatever
you ^pp2+pp2+++=you
want ^vb++++=want.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
make ^vb++++=make
soup ^nn++++=soup.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
at ^rb++++=at
work ^nn++++=work,
, ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
re ^in++++=re
training ^nn++++=training
dogs ^nns++++=dogs
to ^to++++=to
operate ^nn+nom+++=operate
the ^ati++++=the
centrifuge ^nn++++=centrifuge
for ^in++++=for
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
need ^vb++++=need
dogs ^nns++++=dogs
to ^to++++=to
operate ^nn+nom+++=operate
the ^ati++++=the
centrifuge ^nn++++=centrifuge
for ^in++++=for
blind ^jj+atrb+++=blind
scientists ^nns+nom+++=scientists,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^md"++pmd"++=have
to ^md+nec+++=to
go ^vb++++=go.
. ^zz++++=EXTRAWORD
Howard ^np++++=Howard,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
Leonard ^np++++=Leonard,
, ^zz++++=EXTRAWORD
code ^nn++++=code
Milky ^np+++??+=Milky
Green ^nn++++=Green.
. ^zz++++=EXTRAWORD
Affirmative ^jj++++=Affirmative,
, ^zz++++=EXTRAWORD
with ^in++++=with
fever ^nn++++=fever.
. ^zz++++=EXTRAWORD
Howard ^np++++=Howard,
, ^zz++++=EXTRAWORD
listen ^vb++++=listen
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
don ^npt++++=don
t ^zz++++=t,
, ^zz++++=EXTRAWORD
don ^npt++++=don
t ^zz++++=t
. ^zz++++=.
I ^pp1a+pp1+++=I
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
stop ^vbi++++=stop
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
call ^vb++++=call
Koothrappali ^np+++??+=Koothrappali,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
find ^vb+vprv+++=find
a ^at++++=a
place ^nn++++=place
to ^to++++=to
lay ^vbi++++=lay
low ^jj++++=low
for ^in++++=for
the ^ati++++=the
next ^ap++++=next
eighteen ^cd++++=eighteen
to ^to++++=to
twenty ^cd++++=twenty
four ^cd++++=four
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five
movies ^nns++++=movies,
, ^zz++++=EXTRAWORD
two ^cd++++=two
hours ^nns++++=hours
apiece ^rb++++=apiece.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
a ^at++++=a
start ^nn++++=start.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
hi ^uh++++=hi
Penny ^nn++++=Penny!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
uh ^uh++++=uh
at ^rb++++=at
work ^nn++++=work.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
uh ^uh++++=uh
in ^in++++=in
a ^at++++=a
I ^pp1a+pp1+++=I
m ^zz++++=m
in ^in++++=in
a ^at++++=a
radiation ^nn+nom+++=radiation
suit ^nn++++=suit.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
s ^zz++++=s
up ^rp++++=up?
? ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon
s ^zz++++=s
at ^rb++++=at
the ^ati++++=the
Cheesecake ^np++++=Cheesecake
Factory ^nn++++=Factory.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
tell ^vb++++=tell
him ^pp3o+pp3+++=him
to ^to++++=to
go ^vbi++++=go
home ^nr++++=home.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
s ^zz++++=s
paranoid ^jj++++=paranoid,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
s ^zz++++=s
established ^vbd+vprv++xvbn+=established
a ^at++++=a
nest ^nn++++=nest.
. ^zz++++=EXTRAWORD
Uh ^uh++++=Uh,
, ^zz++++=EXTRAWORD
yeah ^uh++++=yeah,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
d ^zz++++=d
be ^vb+be+vrb++=be
I ^pp1a+pp1+++=I
d ^zz++++=d
be ^vb+be+vrb++=be
happy ^jj+pred+++=happy
to ^to+jcmp+++=to
Penny ^vb++++=Penny.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh
my ^pp$+pp1+++=my
God ^np++++=God
there ^rn+pl+++=there
s ^zz++++=s
a ^at++++=a
breech ^nn+++??+=breech
in ^in++++=in
the ^ati++++=the
radiation ^nn+nom+++=radiation
unit ^nn++++=unit.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
city ^nn++++=city
is ^vbz+bez+vrb++=is
in ^in++++=in
jeopardy ^nn++++=jeopardy,
, ^zz++++=EXTRAWORD
oh ^uh++++=oh
my ^pp$+pp1+++=my
God ^nn++++=God,
, ^zz++++=EXTRAWORD
Professor ^npt++++=Professor
Googenfeil ^np+++??+=Googenfeil
is ^vbz+bez+vrb++=is
melting ^nn++++=melting,
, ^zz++++=EXTRAWORD
gotta ^md+nec+++0=gotta
go ^vb++++=go,
, ^zz++++=EXTRAWORD
bye ^rb++++=bye!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
feel ^vb+vprv+++=feel
really ^rb+emph+++=really
guilty ^jj++++=guilty.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh
dammit ^uh++++=dammit,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
glasses ^nns++++=glasses.
