Mm ^nnu++++=Mm,
holding ^vbg+vprv++xvbg+=holding
a ^at++++=a
meeting ^jj+++xvbg+=meeting
to ^to++++=to
decide ^vbi+vprv+++=decide
what ^wdt+who+whcl++=what
breakfast ^nn++++=breakfast
cereal ^nn++++=cereal
we ^pp1a+pp1+++=we
should ^md+nec+++=should
buy ^vb++++=buy.
. ^zz++++=EXTRAWORD
Anyway ^rb+cnj+++=Anyway,
, ^zz++++=EXTRAWORD
Amy ^np+++??+=Amy,
, ^zz++++=EXTRAWORD
thank ^vb++++=thank
you ^pp2+pp2+++=you
for ^in++++=for
sticking ^xvbg+++xvbg+=sticking
up ^rp++++=up
for ^in++++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Sorry ^uh++++=Sorry?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
argue ^vb+vpub+++=argue
all ^rb++++=all
the ^ati++++=the
time ^nn++++=time.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
aren ^vbd+++xvbnx+=aren
t ^zz++++=t
that ^dt+dem+++=that
close ^jj++++=close.
. ^zz++++=EXTRAWORD
Penny ^nn++++=Penny,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
try ^vb++++=try
to ^to+vcmp+++=to
hide ^vbi++++=hide
it ^pp3+it+++=it
in ^in++++=in
his ^pp$+pp3+++=his
peanut ^nn+++??+=peanut
butter ^nn++++=butter,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
spits ^vbz++++=spits
it ^pp3+it+++=it
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Son ^nn++++=Son
of ^in++++=of
a ^at++++=a
bitch ^nn++++=bitch.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
is ^vbz+bez+aux++=is
that ^dt+dem+++=that
funny ^jj++++=funny?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
you ^pp2+pp2+++=you
ll ^nn+++??+=ll
enjoy ^vb++++=enjoy
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
Bernadette ^np+nom++??+=Bernadette
does ^vbz+doz+vrb++=does
the ^ati++++=the
same ^ap++++=same
thing ^nn++++=thing
with ^in++++=with
you ^pp2+pp2+++=you
and ^cc++++=and
Koothrappali ^np+++??+=Koothrappali.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
defends ^vbz++++=defends
him ^pp3o+pp3+++=him
all ^abn++++=all
the ^ati++++=the
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
think ^vb+vprv+++=think
told ^vbd+vpub++xvbn+=told
Koothrappali ^np+++??+=Koothrappali
to ^to++++=to
go ^vbi++++=go
to ^in++++=to
human ^jj+atrb+++=human
resources ^nns++++=resources?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
re ^in+strn+++=re,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
re ^in++++=re
right ^nn++++=right,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
feels ^vbz+vprv+++=feels
good ^jj++++=good.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
don ^npt++++=don
t ^zz++++=t
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
use ^vb++++=use
Sheldon ^np++++=Sheldon
to ^to++++=to
get ^vbi++++=get
your ^pp$+pp2+++=your
way ^nn++++=way
with ^in++++=with
me ^pp1o+pp1+++=me
in ^in++++=in
a ^at++++=a
dumb ^jj+atrb+++=dumb
roommate ^nn+nom+++=roommate
agreement ^nn+nom+++=agreement.
. ^zz++++=EXTRAWORD
From ^in++++=From
Amy ^np+++??+=Amy.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+tht0++=know
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
weird ^jj+atrb+++=weird
brother ^nn++++=brother-sister-Elliott-E.T.
- ^zz++++=EXTRAWORD
sister ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
elliott ^np++++=EXTRAWORD
- ^zz++++=EXTRAWORD
e.t ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
relationship ^nn+nom+++=relationship
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
s ^zz++++=s
different ^jj++++=different.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
like ^in++++=like
the ^ati++++=the
little ^jj+atrb+++=little
girl ^nn++++=girl
in ^in++++=in
Poltergeist ^np+nom++??+=Poltergeist
and ^cc++++=and
he ^pp3a+pp3+++=he
s ^zz++++=s
the ^ati++++=the
creepy ^nn+++??+=creepy
thing ^nn++++=thing
in ^in++++=in
the ^ati++++=the
Tv ^nn++++=TV.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
think ^vb+vprv+++=think
so ^rb++++=so.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
just ^rb+emph+++=just
said ^vbd+vpub++xvbn+=said
Italian ^jj+atrb+++=Italian
sub ^nn++++=sub.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
no ^at++++=no
idea ^nn++++=idea
mortadella ^nn+++??+=mortadella
has ^vbz+hvz+vrb++=has
pistachios ^nns+++??+=pistachios
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
s ^zz++++=s
true ^jj++++=true.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey.
. ^zz++++=EXTRAWORD
Let ^jj+atrb++xvbn+=Let
s ^zz++++=s
get ^vb++++=get
out ^rb+phrv+++=out
of ^in++++=of
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
Better ^jjr++++=Better
than ^in++++=than
watching ^xvbg+++xvbg+=watching
a ^at++++=a
guy ^np++++=guy
in ^in++++=in
a ^at++++=a
fur ^nn++++=fur
cloak ^nn++++=cloak
ride ^nn++++=ride
a ^at++++=a
girl ^nn++++=girl
s ^zz++++=s
bike ^nn++++=bike?
? ^zz++++=EXTRAWORD
Nope ^np+++??+=Nope.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
it ^pp3+it+++=it?
? ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
sounds ^nns++++=sounds
fun ^nn++++=fun.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
come ^vprf+++xvbn+=come
scientists ^nns+nom+++=scientists
don ^npt++++=don
t ^zz++++=t
win ^vb++++=win
free ^jj+atrb+++=free
stuff ^nn++++=stuff
like ^in++++=like
salespeople ^nn+++??+=salespeople
do ^vb+do+vrb++=do?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sure ^jj++++=sure
that ^tht+jcmp+++=that
would ^md+prd+++=would
pair ^vb++++=pair
nicely ^rb++++=nicely
with ^in++++=with
your ^pp$+pp2+++=your
fried ^jj+atrb+++=fried
nuggets ^nns+++??+=nuggets
of ^in++++=of
chicken ^nn++++=chicken.
. ^zz++++=EXTRAWORD
The ^ati++++=The
difference ^nn+nom+++=difference
is ^vbz+bez+vrb++=is
she ^pp3a+pp3+++=she
s ^zz++++=s
bringing ^vwbg+++xvbg+=bringing
life ^nn++++=life
into ^in++++=into
the ^ati++++=the
world ^nn++++=world,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
suck ^vb++++=suck
it ^pp3+it+++=it
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Sure ^jj++++=Sure.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
d ^zz++++=d
like ^vb++++=like
to ^to+vcmp+++=to
meet ^vbi++++=meet
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Does ^vbz+doz+vrb++=Does
this ^dt+dem+++=this
mean ^nn++++=mean
Emily ^np+++??+=Emily
s ^zz++++=s
not ^xnot++not++=not
in ^in++++=in
the ^ati++++=the
picture ^nn++++=picture
anymore ^nn+++??+=anymore?
? ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
help ^nn++++=help
me ^pp1o+pp1+++=me
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
doing ^vbg+++xvbg+=doing
this ^dt+pdem+++=this?
? ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
they ^pp3a+pp3+++=they
know ^vb+vprv+++=know
about ^rp++++=about
each ^ppls++++=each
other ^ap++++=other?
? ^zz++++=EXTRAWORD
Who ^whp+who+++=Who
s ^zz++++=s
Frank ^np++++=Frank
and ^cc++++=and
Alicia ^np+++??+=Alicia?
? ^zz++++=EXTRAWORD
All ^abn++++=All
right ^jj++++=right,
, ^zz++++=EXTRAWORD
here ^rn+pl+++=here
goes ^vbz++++=goes
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Fine ^jj++++=Fine.
. ^zz++++=EXTRAWORD
Preliminary ^jj+atrb+++=Preliminary
trial ^nn++++=trial
of ^in++++=of
the ^ati++++=the
infinite ^jj+atrb+++=infinite
persistence ^nn+nom+++=persistence
gyroscopic ^jj+atrb+++=gyroscopic
navigational ^jj+atrb+++=navigational
system ^nn++++=system,
, ^zz++++=EXTRAWORD
phase ^nn++++=phase
one ^cd1++++=one
commencing ^nvbg+++xvbg+=commencing.
. ^zz++++=EXTRAWORD
Good ^jj++++=Good,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
not ^xnot++not++=not
just ^rb+emph+++=just
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Hang ^nn++++=Hang
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
a ^at++++=a
scratch ^nn++++=scratch-and-sniff
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
sniff ^nn+++??+=EXTRAWORD
book ^nn++++=book
about ^in++++=about
wine ^nn++++=wine
tasting ^vwbg+++xvbg+=tasting.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
teaches ^vbz+vsua+++=teaches
the ^ati++++=the
different ^jj+atrb+++=different
flavour ^nn++++=flavour
notes ^nns++++=notes
to ^to++++=to
look ^vbi++++=look
for ^in+strn+++=for.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mostly ^rb++++=mostly
just ^rb+emph+++=just
smell ^vb++++=smell
my ^pp$+pp1+++=my
nasal ^jj+atrb+++=nasal
spray ^nn++++=spray.
. ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
my ^pp$+pp1+++=my
preschool ^nn+++??+=preschool
got ^vbd+++xvbn+=got
a ^at++++=a
bunny ^np++++=bunny.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=have
fun ^nn++++=fun.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
re ^in++++=re
leaving ^xvbg+++xvbg+=leaving
now ^rn+tm+++=now!
! ^zz++++=EXTRAWORD
Hey ^uh++++=Hey.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
shouldn ^nn+++??+=shouldn
t ^zz++++=t
ask ^vb++++=ask
her ^pp$+pp3+++=her
how ^wrb+who+++=how
she ^pp3a+pp3+++=she
feels ^vbz+vprv+++=feels
about ^in++++=about
being ^xvbg+++xvbg+=being
a ^at++++=a
member ^nn++++=member
of ^in++++=of
your ^pp$+pp2+++=your
harem ^nn++++=harem?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
smell ^vb++++=smell
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
a ^at++++=a
whole ^jj+atrb+++=whole
lot ^nn++++=lot
of ^in++++=of
Afrin ^np+++??+=Afrin.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
mm ^nnu++++=mm-hmm.
- ^zz++++=EXTRAWORD
hmm ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
Thanks ^rb+dspt+++=Thanks.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
we ^pp1a+pp1+++=we
won ^vbd+++xvbn+=won
t ^zz++++=t
bore ^vbd+++xvbn+=bore
you ^pp2+pp2+++=you
with ^in++++=with
the ^ati++++=the
details ^nns++++=details.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
s ^zz++++=s
neat ^jj++++=neat
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
can ^md+pos+++=can
maintain ^vb+vpub+++=maintain
angular ^jj+atrb+++=angular
momentum ^nn++++=momentum
indefinitely ^rb++++=indefinitely.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
I ^pp1a+pp1+++=I
doubt ^nn++++=doubt
the ^ati++++=the
military ^nn++++=military
would ^md+prd+++=would
be ^vb+be+vrb++=be
interested ^jj+pred+++=interested
in ^in++++=in
our ^pp$+pp1+++=our
little ^jj+atrb+++=little
guidance ^nn+nom+++=guidance
system ^nn++++=system.
. ^zz++++=EXTRAWORD
Way ^nn++++=Way
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^md"++pmd"++=have
to ^md+nec+++=to
admit ^vb+vpub+++=admit,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ve ^nn+++??+=ve
been ^vprf+ben+aux+xvbn+=been
worried ^vpsv++agls+xvbnx+=worried
about ^in++++=about
the ^ati++++=the
military ^jj+atrb+++=military
applications ^nns+nom+++=applications
since ^cs+sub+++=since
we ^pp1a+pp1+++=we
started ^vbd+++xvbn+=started
talking ^vbg+++xvbg+=talking
about ^in++++=about
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why
didn ^nn+++??+=didn
t ^zz++++=t
you ^pp2+pp2+++=you
say ^vb+vpub+tht0++=say
something ^pn++++=something?
? ^zz++++=EXTRAWORD
Would ^md+prd+++=Would
you ^pp2+pp2+++=you
like ^in++++=like
a ^at++++=a
glass ^nn++++=glass
of ^in++++=of
wine ^nn++++=wine?
? ^zz++++=EXTRAWORD
Maybe ^rb+hdg+++=Maybe
we ^pp1a+pp1+++=we
should ^md+nec+++=should
take ^vb++++=take
a ^at++++=a
step ^nn++++=step
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^vb+vprv+++=mean
re ^in++++=re-evaluate
- ^zz++++=EXTRAWORD
evaluate ^nn+nom+++=EXTRAWORD
what ^wdt+who+++=what
we ^pp1a+pp1+++=we
re ^in++++=re
doing ^nn++++=doing
with ^in++++=with
the ^ati++++=the
guidance ^nn+nom+++=guidance
system ^nn++++=system.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
good ^jj++++=good
is ^vbz+bez+aux++=is
money ^nn++++=money
gonna ^md+prd+++0=gonna
do ^vb+do+vrb++=do
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
inadvertently ^rb++++=inadvertently
bring ^vb++++=bring
about ^rb+phrv+++=about
Armageddon ^np++++=Armageddon?
? ^zz++++=EXTRAWORD
How ^wrb+who+++=How?
? ^zz++++=EXTRAWORD
Very ^ql+amp+++=Very
funny ^jj++++=funny.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
really ^rb+emph+++=really.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
a ^at++++=a
lot ^nn++++=lot.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
just ^rb+emph+++=just
couldn ^nn+++??+=couldn
t ^zz++++=t
start ^vb++++=start
until ^cs+sub+++=until
you ^pp2+pp2+++=you
walked ^vbd+++xvbn+=walked
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
anything ^pn++++=anything
to ^to++++=to
worry ^vbi+vprv+++=worry
about ^in+strn+++=about.
. ^zz++++=EXTRAWORD
Raj ^np+++??+=Raj
is ^vbz+bez+vrb++=is
a ^at++++=a
terrific ^jj+atrb+++=terrific
guy ^np++++=guy,
, ^zz++++=EXTRAWORD
loyal ^jj++++=loyal
to ^in++++=to
a ^at++++=a
fault ^nn++++=fault.
. ^zz++++=EXTRAWORD
Morning ^nn++++=Morning.
. ^zz++++=EXTRAWORD
Ugh ^uh++++=Ugh.
. ^zz++++=EXTRAWORD
Too ^ql++++=Too
much ^ap++++=much
wine ^nn++++=wine.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
ever ^rb++++=ever
think ^vb+vprv+++=think
about ^in++++=about
the ^ati++++=the
military ^jj+atrb+++=military
applications ^nns+nom+++=applications
for ^in++++=for
the ^ati++++=the
guidance ^nn+nom+++=guidance
system ^nn++++=system?
? ^zz++++=EXTRAWORD
Does ^vbz+doz+aux++=Does
it ^pp3+it+++=it
bother ^vb++++=bother
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
are ^vb+ber+aux++=are
these ^dt+dem+++=these
people ^nns++++=people?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
guys ^nns++++=guys
doing ^vwbg+++xvbg+=doing?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
me ^pp1o+pp1+++=me
try ^vb++++=try.
. ^zz++++=EXTRAWORD
Hmm ^np+++??+=Hmm,
, ^zz++++=EXTRAWORD
atom ^nn++++=atom
of ^in++++=of
hydrogen ^nn++++=hydrogen,
, ^zz++++=EXTRAWORD
Adam ^np++++=Adam
of ^in++++=of
Maroon ^np+++??+=Maroon
5 ^zz++++=5,
, ^zz++++=EXTRAWORD
mic ^jj++++=mic
drop ^vb++++=drop.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
hey ^uh++++=hey,
, ^zz++++=EXTRAWORD
Penny ^nn++++=Penny,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
go ^vbi++++=go
to ^in++++=to
the ^ati++++=the
airport ^nn++++=airport
with ^in++++=with
me ^pp1o+pp1+++=me
later ^rbr+tm+++=later
to ^to++++=to
pick ^vbi++++=pick
up ^rp++++=up
my ^pp$+pp1+++=my
mother ^nn++++=mother?
? ^zz++++=EXTRAWORD
Thanks ^rb+dspt+++=Thanks.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
Penny ^nn++++=Penny,
, ^zz++++=EXTRAWORD
um ^uh++++=um,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
you ^pp2+pp2+++=you
re ^in++++=re
already ^rb++++=already
gonna ^md+prd+++0=gonna
be ^vb+be+vrb++=be
at ^rb++++=at
the ^ati++++=the
airport ^nn++++=airport,
, ^zz++++=EXTRAWORD
do ^vb+do+vrb++=do
I ^pp1a+pp1+++=I
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
go ^vb++++=go?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
do ^vb+do+vrb++=do
without ^in++++=without
the ^ati++++=the
40 ^cd++++=40-minute
- ^zz++++=EXTRAWORD
minute ^nn++++=EXTRAWORD
car ^nn++++=car
ride ^nn++++=ride
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
criticizes ^vbz++++=criticizes
every ^at++++=every
aspect ^nn++++=aspect
of ^in++++=of
my ^pp$+pp1+++=my
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Hmm ^np+++??+=Hmm,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
just ^rb+emph+++=just
feel ^vb+vprv+++=feel
like ^in++++=like
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
a ^at++++=a
good ^jj+atrb+++=good
chance ^nn++++=chance
for ^in++++=for
you ^pp2+pp2+++=you
to ^in++++=to
bond ^np++++=bond.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
s ^zz++++=s
putting ^vwbg+++xvbg+=putting
on ^in++++=on
those ^dt+dem+++=those
cards ^nns++++=cards,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
smarter ^jjr+pred+++=smarter
than ^in++++=than
ever ^rb++++=ever.
. ^zz++++=EXTRAWORD
Seriously ^rb++++=Seriously?
? ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+aux++=is
very ^ql+amp+++=very
mature ^vb++++=mature
of ^in++++=of
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
m ^zz++++=m
gonna ^md+prd+++0=gonna
go ^vb++++=go
ahead ^rb+pl+++=ahead
and ^cc++++=and
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
suckah ^nn+++??+=suckah.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
s ^zz++++=s
the ^ati++++=the
screening ^nvbg+++xvbg+=screening?
? ^zz++++=EXTRAWORD
Penny ^nn++++=Penny
s ^zz++++=s
busy ^jj++++=busy
with ^in++++=with
my ^pp$+pp1+++=my
mother ^nn++++=mother,
, ^zz++++=EXTRAWORD
so ^ql++++=so
I ^pp1a+pp1+++=I
m ^zz++++=m
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
do ^vb+do+aux++=do
realize ^vb+vprv+tht0++=realize
we ^pp1a+pp1+++=we
re ^in++++=re
allowed ^vb++pmd"++=allowed
to ^to+vcmp+pmd++=to
have ^vbi++vrb++=have
fun ^nn++++=fun
without ^in++++=without
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
not ^xnot++not++=not
a ^at++++=a
big ^jj+atrb+++=big
deal ^nn++++=deal.
. ^zz++++=EXTRAWORD
Go ^vb++++=Go
shopping ^nvbg+++xvbg+=shopping
with ^in++++=with
Amy ^np+++??+=Amy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
ll ^nn+++??+=ll
save ^vb++++=save
a ^at++++=a
spot ^nn++++=spot
in ^in++++=in
line ^nn++++=line
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
People ^nns++++=People
do ^vb+do+vrb++=do
it ^pp3+it+++=it
all ^rb++++=all
the ^ati++++=the
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Waking ^vbg+++xvbg+=Waking
up ^rp++++=up,
, ^zz++++=EXTRAWORD
wondering ^vbg+++xvbg+=wondering
which ^whp+who+++=which
one ^pn++++=one
of ^in++++=of
those ^dt+dem+++=those
fans ^nns++++=fans
stole ^vbd+++xvbn+=stole
our ^pp$+pp1+++=our
wallets ^nns+nom+++=wallets.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
think ^vb+vprv+++=think
it ^pp3+it+++=it
s ^zz++++=s
time ^nn++++=time
you ^pp2+pp2+++=you
apologize ^vb++++=apologize
to ^in++++=to
her ^pp$+pp3+++=her
yourself ^ppl+pp2+++=yourself?
? ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
aliens ^nns++++=aliens
brought ^vbd+++xvbn+=brought
you ^pp2+pp2+++=you
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
just ^rb+emph+++=just
left ^vbd+++xvbn+=left
the ^ati++++=the
probe ^nn++++=probe
in ^in+strn+++=in?
? ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
d ^zz++++=d
it ^pp3+it+++=it
go ^vb++++=go?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
s ^zz++++=s
just ^rb+emph+++=just
joining ^vbg+++xvbg+=joining
his ^pp$+pp3+++=his
friends ^nns++++=friends;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
fine ^jj++++=fine.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
d ^zz++++=d
still ^rb++++=still
get ^vb++++=get
in ^rb+phrv+++=in.
. ^zz++++=EXTRAWORD
Still ^rb++++=Still
get ^vb++++=get
in ^rb+phrv+++=in.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
d ^zz++++=d
still ^rb++++=still
get ^vb++++=get
in ^rb+cnj+++=in,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
first ^rb++++=first
I ^pp1a+pp1+++=I
d ^zz++++=d
hit ^vbd+++xvbn+=hit
you ^pp2+pp2+++=you
over ^in++++=over
the ^ati++++=the
head ^nn++++=head
with ^in++++=with
his ^pp$+pp3+++=his
stick ^nn++++=stick
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
please ^uh++++=please
don ^npt++++=don
t ^zz++++=t.
. ^zz++++=EXTRAWORD
No ^at++++=No.
. ^zz++++=EXTRAWORD
Boy ^nn++++=Boy,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wish ^vb+vprv+tht0++=wish
I ^pp1a+pp1+++=I
could ^md+pos+++=could
say ^vb+vpub+++=say
no ^rb++++=no.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
may ^md+pos+++=may
have ^md"++pmd"++=have
to ^md+nec+++=to
pretend ^vb+vprv+tht0++=pretend
you ^pp2+pp2+++=you
re ^in++++=re
black ^jj++++=black
to ^to++++=to
get ^vbi++++=get
us ^pp1o+pp1+++=us
out ^rp+pl+++=out
of ^in++++=of
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
Buddy ^np+++??+=Buddy,
