Coming ^vbg+++xvbg+=Coming.
guys ^nns++++=guys
got ^vbd+++xvbn+=got
a ^at++++=a
minute ^nn++++=minute?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
thinking ^vbg+++xvbgx+=thinking
about ^in++++=about
Sheldon ^np++++=Sheldon
s ^zz++++=s
little ^ap++++=little
joke ^nn++++=joke
the ^ati++++=the
other ^ap++++=other
night ^nn++++=night
about ^rb++++=about
me ^pp1o+pp1+++=me
eating ^nvbg+++xvbg+=eating
all ^abn++++=all
your ^pp$+pp2+++=your
food ^nn++++=food.
. ^zz++++=EXTRAWORD
Anyway ^rb+cnj+++=Anyway,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
a ^rb++++=a
little ^rb"++++=little
residual ^jj+atrb+++=residual
cheque ^nn++++=cheque
from ^in++++=from
my ^pp$+pp1+++=my
commercial ^jj++++=commercial
and ^cc++++=and
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought,
, ^zz++++=EXTRAWORD
hey ^uh++++=hey,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
about ^rb++++=about
I ^pp1a+pp1+++=I
get ^vb++++=get
the ^ati++++=the
guys ^nns++++=guys
a ^rb++++=a
little ^rb"++++=little
thankyou ^jj+++??+=thankyou
to ^to++++=to
pay ^vbi++++=pay
them ^pp3o+pp3+++=them
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
ta ^nn+++??+=ta-da!
- ^zz++++=EXTRAWORD
da ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Uh ^uh++++=Uh,
, ^zz++++=EXTRAWORD
from ^in++++=from
Stuart ^np++++=Stuart
at ^in++++=at
the ^ati++++=the
comic ^jj++++=comic-book
- ^zz++++=EXTRAWORD
book ^nn++++=EXTRAWORD
store ^nn++++=store.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
fun ^nn++++=fun,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
walked ^vbd+++xvbnx+=walked
in ^in++++=in
and ^cc++++=and
two ^cd++++=two
different ^jj+atrb+++=different
guys ^nns++++=guys
got ^vbd+++xvbn+=got
asthma ^nn++++=asthma
attacks ^nns++++=attacks.
. ^zz++++=EXTRAWORD
Felt ^j+++xvbn+=Felt
pretty ^rb++++=pretty
good ^jj++++=good.
. ^zz++++=EXTRAWORD
Ooh ^uh++++=Ooh,
, ^zz++++=EXTRAWORD
am ^vb+bem+vrb++=am
I ^pp1a+pp1+++=I
about ^md"++pmd"++=about
to ^md+prd+++=to
get ^vb++++=get
a ^at++++=a
rare ^jj+atrb+++=rare
Sheldon ^np++++=Sheldon
Cooper ^np++++=Cooper
hug ^nn++++=hug?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
re ^in++++=re
welcome ^nn++++=welcome.
. ^zz++++=EXTRAWORD
Don ^npt++++=Don
t ^zz++++=t
worry ^vb+vprv+++=worry,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
didn ^nn+++??+=didn
t ^zz++++=t
forget ^vb+vprv+++=forget
about ^in++++=about
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Leonard ^np++++=Leonard,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
you ^pp2+pp2+++=you
a ^at++++=a
label ^nn++++=label
maker ^nn++++=maker.
. ^zz++++=EXTRAWORD
Mmm ^np+++??+=Mmm.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
you ^pp2+pp2+++=you
a ^at++++=a
transporter ^jjr++++=transporter
too ^ql++++=too!
! ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
s ^zz++++=s
great ^jj++++=great.
. ^zz++++=EXTRAWORD
Let ^jj+atrb++xvbn+=Let
s ^zz++++=s
open ^jj++++=open
it ^pp3+it+++=it
up ^rp++++=up
and ^cc++++=and
put ^vb+++xvbn+=put
him ^pp3o+pp3+++=him
in ^in++++=in
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Why ^wrb+who+++=Why,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
re ^in++++=re
just ^rb+emph+++=just
toys ^nns++++=toys?
? ^zz++++=EXTRAWORD
C ^zz++++=C
mon ^&fw++++=mon
can ^md+pos+++=can
t ^zz++++=t
we ^pp1a+pp1+++=we
just ^rb+emph+++=just
open ^jj+atrb+++=open
one ^cd1++++=one
up ^rp++++=up
and ^cc++++=and
take ^vb++++=take
a ^at++++=a
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
yeah ^uh++++=yeah,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
mom ^nn+++??+=mom
gave ^vbd+++xvbn+=gave
me ^pp1o+pp1+++=me
the ^ati++++=the
same ^ap++++=same
lecture ^vb++++=lecture
about ^in++++=about
my ^pp$+pp1+++=my
virginity ^nn+nom+++=virginity.
. ^zz++++=EXTRAWORD
Gotta ^md+nec+++0=Gotta
tell ^vb++++=tell
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
lot ^nn++++=lot
more ^rbr++++=more
fun ^nn++++=fun
taking ^vwbg+++xvbg+=taking
it ^pp3+it+++=it
out ^rp+pl+++=out
and ^cc++++=and
playing ^nvbg+++xvbg+=playing
with ^in++++=with
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
weird ^jj+pred+++=weird.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
believe ^vb+vprv+tht0++=believe
you ^pp2+pp2+++=you
guys ^nns++++=guys
aren ^vbd+++xvbn+=aren
t ^zz++++=t
going ^md"++pmd"++=going
to ^md+prd+++=to
play ^vb++++=play
with ^in++++=with
these ^dt+pdem+++=these.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
dunno ^np++++=dunno.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
just ^rb+emph+++=just
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
s ^zz++++=s
a ^at++++=a
waste ^nn++++=waste.
. ^zz++++=EXTRAWORD
Relax ^vb++++=Relax.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
just ^rb+emph+++=just
looking ^vbg+++xvbg+=looking
at ^rb++++=at
the ^ati++++=the
box ^nn++++=box.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
your ^pp$+pp2+++=your
problem ^nn++++=problem?
? ^zz++++=EXTRAWORD
Leonard ^np++++=Leonard,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bought ^vbd+++xvbnx+=bought
you ^pp2+pp2+++=you
this ^dt+dem+++=this
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
wanted ^vbd+++xvbnx+=wanted
you ^pp2+pp2+++=you
to ^to++++=to
have ^vbi++vrb++=have
fun ^nn++++=fun
with ^in++++=with
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
want ^vb++++=want
it ^pp3+it+++=it
to ^to++++=to
just ^rb+emph+splt++=just
sit ^vbi++++=sit
in ^in++++=in
this ^dt+dem+++=this
box ^nn++++=box.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
didn ^nn+++??+=didn
t ^zz++++=t
break ^vb++++=break
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess
Stuart ^np++++=Stuart
sold ^vwbn+++xvbn+=sold
it ^pp3+it+++=it
to ^in++++=to
me ^pp1o+pp1+++=me
like ^in++++=like
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
paid ^vbd+++xvbnx+=paid
a ^at++++=a
lot ^nn++++=lot
for ^in++++=for
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
Let ^jj+atrb++xvbn+=Let
s ^zz++++=s
take ^vb++++=take
it ^pp3+it+++=it
over ^in++++=over
there ^rn+pl+++=there
and ^cc++++=and
show ^nn++++=show
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
the ^ati++++=the
truth ^nn++++=truth?
? ^zz++++=EXTRAWORD
Mmm ^np+++??+=Mmm.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
not ^xnot++not++=not
Saturday ^nr++++=Saturday
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
doing ^vbg+++xvbg+=doing
your ^pp$+pp2+++=your
laundry ^nn++++=laundry?
? ^zz++++=EXTRAWORD
Wow ^nn++++=Wow,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
these ^dt+dem+++=these
Amy ^np+++??+=Amy
s ^zz++++=s?
? ^zz++++=EXTRAWORD
Kind ^rb+hdg+++=Kind
of ^rb"+hdg"+++=of
trashy ^jj++++=trashy,
, ^zz++++=EXTRAWORD
good ^jj++++=good
for ^in++++=for
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Ugh ^uh++++=Ugh.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you
washing ^nvbg+++xvbg+=washing
Howard ^np++++=Howard
s ^zz++++=s
man ^nn++++=man
panties ^vbz+++??+=panties?
? ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
yeah ^uh++++=yeah,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
s ^zz++++=s
the ^ati++++=the
wheelchair ^nn+++??+=wheelchair
dude ^nn+++??+=dude
who ^whp+rel+subj++=who
invented ^vprf+++xvbn+=invented
time ^nn++++=time.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
understand ^vb+vprv+++=understand,
, ^zz++++=EXTRAWORD
why ^wrb+who+++=why
doesn ^nn+++??+=doesn
t ^zz++++=t
Howard ^np++++=Howard
just ^rb+emph+++=just
introduce ^vb++++=introduce
you ^pp2+pp2+++=you
to ^in++++=to
the ^ati++++=the
guy ^np++++=guy?
? ^zz++++=EXTRAWORD
Well ^rb+dspt+++=Well
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
it ^pp3+it+++=it
means ^vbz+vprv+++=means.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
love ^nn++++=love
correcting ^vwbg+++xvbg+=correcting
people ^nns++++=people
and ^cc++++=and
putting ^jj+++xvbg+=putting
them ^pp3o+pp3+++=them
down ^rp++++=down.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
it ^pp3+it+++=it
to ^to++++=to
feel ^vbi+vprv+++=feel
superior ^jj++++=superior.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
twinkle ^nn++++=twinkle
in ^in++++=in
your ^pp$+pp2+++=your
eye ^nn++++=eye
when ^wrb+who+++=when
someone ^pn++++=someone
says ^vbz+vpub+++=says
who ^whp+wpr+whcl++=who
instead ^rb+cnj+++=instead
of ^in++++=of
whom ^whp+rel+pied++=whom
or ^cc++++=or
thinks ^vbz+vprv+tht0++=thinks
the ^ati++++=the
moon ^nn++++=moon
is ^vbz+bez+vrb++=is
a ^at++++=a
planet ^nn++++=planet.
. ^zz++++=EXTRAWORD
See ^vb+vprv+++=See,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
s ^zz++++=s
that ^tht+rel+++=that
twinkle ^nn++++=twinkle.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want
me ^pp1o+pp1+++=me
to ^to++++=to
tell ^vbi++++=tell
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon?
? ^zz++++=EXTRAWORD
Fine ^jj++++=Fine,
, ^zz++++=EXTRAWORD
Howard ^np++++=Howard
is ^vbz+bez+aux++=is
being ^vbg+beg++xvbg+=being
mean ^vb++++=mean
to ^to+vcmp+++=to
you ^pp2+pp2+++=you
for ^in++++=for
no ^at++++=no
reason ^nn++++=reason.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
hear ^vb+vprv+tht0++=hear
you ^pp2+pp2+++=you
and ^cc++++=and
the ^ati++++=the
lost ^xvbn+++xvbn+=lost
boys ^nns++++=boys
are ^vb+ber+aux++=are
having ^vbg+hvg++xvbg+=having
a ^at++++=a
bachelor ^nn++++=bachelor
party ^nn++++=party
tonight ^nr+tm+++=tonight.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
should ^md+nec+++=should
I ^pp1a+pp1+++=I
worry ^vb+vprv+++=worry?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
on ^in++++=on
Leonard ^np++++=Leonard,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
s ^zz++++=s
going ^md"++pmd"++=going
to ^md+prd+++=to
happen ^vb+++??+=happen?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
even ^cs+sub+++=even
if ^cs+cnd+++=if
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
stripper ^jjr++++=stripper,
, ^zz++++=EXTRAWORD
all ^abn++++=all
you ^pp2+pp2+++=you
d ^zz++++=d
do ^vb+do+aux++=do
is ^vbz+bez+aux++=is
avoid ^vb++++=avoid
eye ^nn++++=eye-contact
- ^zz++++=EXTRAWORD
contact ^nn++++=EXTRAWORD
and ^cc++++=and
maybe ^rb+hdg+++=maybe
offer ^vb++++=offer
to ^to++++=to
help ^vbi++++=help
her ^pp$+pp3+++=her
kid ^nn++++=kid
with ^in++++=with
his ^pp$+pp3+++=his
homework ^nn++++=homework.
. ^zz++++=EXTRAWORD
Really ^rb+emph+++=Really?
? ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
is ^vbz+bez+aux++=is
the ^ati++++=the
craziest ^jjt+atrb+++=craziest
thing ^nn++++=thing
you ^pp2+pp2+++=you
ve ^vb+++??+=ve
ever ^rb++++=ever
done ^vbd+++xvbn+=done
with ^in++++=with
a ^at++++=a
woman ^nn++++=woman?
? ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
time ^nn++++=time
you ^pp2+pp2+++=you
and ^cc++++=and
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
sex ^nn++++=sex
in ^in++++=in
the ^ati++++=the
ocean ^npl++++=ocean
does ^vbz+doz+aux++=does
not ^xnot++not++=not
count ^vb++++=count.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=have
fun ^nn++++=fun
tonight ^nr+tm+++=tonight.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
labeled ^vbd+++xvbn+=labeled
them ^pp3o+pp3+++=them
stop ^nn++++=stop
and ^cc++++=and
go ^vb++++=go.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
show ^vb+vprv+++=show
s ^zz++++=s
over ^in+strn+++=over.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
care ^nn++++=care.
. ^zz++++=EXTRAWORD
Ask ^vb++++=Ask
her ^pp$+pp3+++=her
things ^nns++++=things
like ^in++++=like
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
going ^md"++pmd"++=going
to ^md+prd+++=to
take ^vb++++=take
Howard ^np++++=Howard
s ^zz++++=s
name ^nn++++=name?
? ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
who ^whp+who+++=who
s ^zz++++=s
going ^md"++pmd"++=going
to ^md+prd+++=to
sit ^vb++++=sit
on ^in++++=on
who ^whp+rel+pied++=who?
? ^zz++++=EXTRAWORD
Nice ^jj++++=Nice.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
should ^md+nec+++=should
totally ^rb+amp+splt++=totally
get ^vb++++=get
Bernadettemaryannrostenkowskiwol ^np+++??+=BernadetteMaryAnnRostenkowskiWolowitz.com
before ^cs+sub+++=before
someone ^pn++++=someone
snaps ^vbz++++=snaps
it ^pp3+it+++=it
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
s ^zz++++=s
cool ^vb++++=cool.
. ^zz++++=EXTRAWORD
Amy ^np+++??+=Amy,
, ^zz++++=EXTRAWORD
remember ^nn+nom+++=remember
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
went ^vbd+++xvbn+=went
over ^in++++=over
things ^nns++++=things
that ^tht+rel+subj++=that
would ^md+prd+++=would
be ^vb+be+vrb++=be
helpful ^jj+pred+++=helpful
and ^cc++++=and
things ^nns++++=things
that ^tht+rel+obj++=that
wouldn ^nn+++??+=wouldn
t ^zz++++=t?
? ^zz++++=EXTRAWORD
Not ^xnot++not++=Not.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
that ^dt+dem+++=that
s ^zz++++=s
what ^wdt+who+++=what
you ^pp2+pp2+++=you
like ^vb++++=like,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ll ^nn+++??+=ll
take ^vb++++=take
you ^pp2+pp2+++=you
to ^in++++=to
the ^ati++++=the
comic ^jj+atrb+++=comic
book ^nn++++=book
store ^nn++++=store,
, ^zz++++=EXTRAWORD
the ^ati++++=the
place ^nn++++=place
is ^vbz+bez+vrb++=is
full ^jj+pred+++=full
of ^in++++=of
em ^nn+++??+=em.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
hear ^vb+vprv+++=hear
stuff ^nn++++=stuff.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
gonna ^md+prd+++0=gonna,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
didn ^nn+++??+=didn
t ^zz++++=t
think ^vb+vprv+tht0++=think
it ^pp3+it+++=it
would ^md+prd+++=would
go ^vb++++=go
past ^jjb++++=past
the ^ati++++=the
first ^od++++=first
date ^vb++++=date.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
it ^pp3+it+++=it
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
for ^in++++=for
sure ^jj++++=sure
it ^pp3+it+++=it
wouldn ^nn+++??+=wouldn
t ^zz++++=t
go ^vb++++=go
past ^jjb++++=past
you ^pp2+pp2+++=you
meeting ^nvbg+++xvbg+=meeting
his ^pp$+pp3+++=his
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
Definitely ^rb++++=Definitely
not ^xnot++not++=not
past ^jjb++++=past
the ^ati++++=the
two ^cd++++=two
of ^in++++=of
you ^pp2+pp2+++=you
sleeping ^nvbg+++xvbg+=sleeping
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
the ^ati++++=the
warning ^nn++++=warning
signs ^nns++++=signs
were ^vbd+bed+vrb++=were
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
really ^rb+emph+++=really
on ^in++++=on
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Please ^uh++++=Please
come ^vb++++=come
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
Bernadette ^np+nom++??+=Bernadette.
. ^zz++++=EXTRAWORD
Let ^jj+atrb++xvbn+=Let
s ^zz++++=s
talk ^nn++++=talk
through ^in++++=through
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
Amy ^np+++??+=Amy.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
think ^vb+vprv+tht0++=think
she ^pp3a+pp3+++=she
wants ^vbz++++=wants
to ^to+vcmp+++=to
talk ^vbi++++=talk
to ^in++++=to
anyone ^pn++++=anyone
right ^jj++++=right
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
sure ^jj++++=sure,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
God ^nn++++=God,
, ^zz++++=EXTRAWORD
Howard ^np++++=Howard.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
s ^zz++++=s
the ^ati++++=the
most ^ql+emph+++=most
beautiful ^jj+atrb+++=beautiful
thing ^nn++++=thing
I ^pp1a+pp1+++=I
ve ^nn+++??+=ve
ever ^rb++++=ever
heard ^vbd+vprv++xvbn+=heard.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
of ^in+ppvb+++=of
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
the ^ati++++=the
hell ^nn++++=hell.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
s ^zz++++=s
with ^in++++=with
the ^ati++++=the
robe ^nn++++=robe?
? ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
re ^in++++=re
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
do ^vbi++++=do
something ^pn++++=something,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
help ^vb++++=help
me ^pp1o+pp1+++=me
fold ^nn++++=fold
this ^dt+dem+++=this
sheet ^nn++++=sheet.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
record ^nn++++=record,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
your ^pp$+pp2+++=your
worst ^jjt+atrb+++=worst
opening ^jj+atrb++xvbg+=opening
line ^nn++++=line.
. ^zz++++=EXTRAWORD
B ^zz++++=B-Before
- ^zz++++=EXTRAWORD
before ^cs+sub+++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
re ^in++++=re
a ^at++++=a
cop ^nn++++=cop
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
tell ^vb++++=tell
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
right ^jj++++=right?
? ^zz++++=EXTRAWORD
Okay ^rb+dspt+++=Okay.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
s ^zz++++=s
it ^pp3+it+++=it
supposed ^vbd+++xvbn+=supposed
to ^to+vcmp+++=to
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
God ^nn++++=God,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+aux++=is
so ^ql++++=so
freaky ^vb+++??+=freaky!
! ^zz++++=EXTRAWORD
Okay ^rb+dspt+++=Okay.
. ^zz++++=EXTRAWORD
Me ^pp1o+pp1+++=Me,
, ^zz++++=EXTRAWORD
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Ready ^jj++++=Ready?
? ^zz++++=EXTRAWORD
Leonard ^np++++=Leonard,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
your ^pp$+pp2+++=your
father ^nn++++=father.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
Mm ^nnu++++=Mm.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
we ^pp1a+pp1+++=we
ve ^nn+++??+=ve
been ^vprf+ben+aux+xvbn+=been
taking ^vbg+++xvbgx+=taking
things ^nns++++=things
slow ^jj++++=slow?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ve ^nn+++??+=ve
been ^vprf+ben+aux+xvbn+=been
thinking ^vbg+++xvbgx+=thinking,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
maybe ^rb+hdg+++=maybe
I ^pp1a+pp1+++=I
m ^zz++++=m
ready ^jj++++=ready
to ^to+jcmp+++=to
take ^vbi++++=take
